pokemon,id,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape,pokebase,pokedex
sawk,601,539,14,510,163,fighting,NA,125,75,75,30,75,85,sturdy,inner-focus,mold-breaker,#C03028,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/539.png,5,NA,275,12,humanoid,sawk,http://www.pokemon.com/us/pokedex/sawk
sewaddle,602,540,3,25,62,bug,grass,53,70,45,40,60,42,swarm,chlorophyll,overcoat,#A8B820,#78C850,#9CBB2B,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/540.png,5,NA,276,14,armor,sewaddle,http://www.pokemon.com/us/pokedex/sewaddle
swadloon,603,541,5,73,133,bug,grass,63,90,55,50,80,42,leaf-guard,chlorophyll,overcoat,#A8B820,#78C850,#9CBB2B,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/541.png,5,540,276,4,arms,swadloon,http://www.pokemon.com/us/pokedex/swadloon
leavanny,604,542,12,205,225,bug,grass,103,80,75,70,80,92,swarm,chlorophyll,overcoat,#A8B820,#78C850,#9CBB2B,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/542.png,5,541,276,12,humanoid,leavanny,http://www.pokemon.com/us/pokedex/leavanny
venipede,605,543,4,53,52,bug,poison,45,59,30,30,39,57,poison-point,swarm,speed-boost,#A8B820,#A040A0,#A69A3F,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/543.png,5,NA,277,14,armor,venipede,http://www.pokemon.com/us/pokedex/venipede
whirlipede,606,544,12,585,126,bug,poison,55,99,40,40,79,47,poison-point,swarm,speed-boost,#A8B820,#A040A0,#A69A3F,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/544.png,5,543,277,1,ball,whirlipede,http://www.pokemon.com/us/pokedex/whirlipede
scolipede,607,545,25,2005,218,bug,poison,100,89,60,55,69,112,poison-point,swarm,speed-boost,#A8B820,#A040A0,#A69A3F,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/545.png,5,544,277,14,armor,scolipede,http://www.pokemon.com/us/pokedex/scolipede
cottonee,608,546,3,6,56,grass,fairy,27,60,40,37,50,66,prankster,infiltrator,chlorophyll,#78C850,#EE99AC,#94BC66,fairy,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/546.png,5,NA,278,1,ball,cottonee,http://www.pokemon.com/us/pokedex/cottonee
whimsicott,609,547,7,66,168,grass,fairy,67,85,60,77,75,116,prankster,infiltrator,chlorophyll,#78C850,#EE99AC,#94BC66,fairy,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/547.png,5,546,278,12,humanoid,whimsicott,http://www.pokemon.com/us/pokedex/whimsicott
petilil,610,548,5,66,56,grass,NA,35,50,45,70,50,30,chlorophyll,own-tempo,leaf-guard,#78C850,NA,NA,plant,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/548.png,5,NA,279,5,blob,petilil,http://www.pokemon.com/us/pokedex/petilil
lilligant,611,549,11,163,168,grass,NA,60,75,70,110,75,90,chlorophyll,own-tempo,leaf-guard,#78C850,NA,NA,plant,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/549.png,5,548,279,5,blob,lilligant,http://www.pokemon.com/us/pokedex/lilligant
basculin-blue-striped,612,550,10,180,161,water,NA,92,65,70,80,55,98,rock-head,adaptability,mold-breaker,#6890F0,NA,NA,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png,NA,NA,NA,NA,NA,basculin,http://www.pokemon.com/us/pokedex/basculin
basculin-red-striped,613,550,10,180,161,water,NA,92,65,70,80,55,98,reckless,adaptability,mold-breaker,#6890F0,NA,NA,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png,5,NA,280,3,fish,basculin,http://www.pokemon.com/us/pokedex/basculin
sandile,614,551,7,152,58,ground,dark,72,35,50,35,35,65,intimidate,moxie,anger-point,#E0C068,#705848,#C4A660,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/551.png,5,NA,281,8,quadruped,sandile,http://www.pokemon.com/us/pokedex/sandile
krokorok,615,552,10,334,123,ground,dark,82,45,60,45,45,74,intimidate,moxie,anger-point,#E0C068,#705848,#C4A660,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/552.png,5,551,281,8,quadruped,krokorok,http://www.pokemon.com/us/pokedex/krokorok
krookodile,616,553,15,963,234,ground,dark,117,80,95,65,70,92,intimidate,moxie,anger-point,#E0C068,#705848,#C4A660,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/553.png,5,552,281,6,upright,krookodile,http://www.pokemon.com/us/pokedex/krookodile
darumaka,617,554,6,375,63,fire,NA,90,45,70,15,45,50,hustle,NA,inner-focus,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/554.png,5,NA,282,12,humanoid,darumaka,http://www.pokemon.com/us/pokedex/darumaka
darmanitan-standard,618,555,13,929,168,fire,NA,140,55,105,30,55,95,sheer-force,NA,zen-mode,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,5,554,282,8,quadruped,darmanitan,http://www.pokemon.com/us/pokedex/darmanitan
darmanitan-zen,619,555,13,929,189,fire,psychic,30,105,105,140,105,55,sheer-force,NA,zen-mode,#F08030,#F85888,#F17645,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,NA,NA,NA,NA,NA,darmanitan,http://www.pokemon.com/us/pokedex/darmanitan
maractus,620,556,10,280,161,grass,NA,86,67,75,106,67,60,water-absorb,chlorophyll,storm-drain,#78C850,NA,NA,plant,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/556.png,5,NA,283,5,blob,maractus,http://www.pokemon.com/us/pokedex/maractus
dwebble,621,557,3,145,65,bug,rock,65,85,50,35,35,55,sturdy,shell-armor,weak-armor,#A8B820,#B8A038,#ABB225,bug,mineral,http://assets.pokemon.com/assets/cms2/img/pokedex/full/557.png,5,NA,284,14,armor,dwebble,http://www.pokemon.com/us/pokedex/dwebble
crustle,622,558,14,2000,166,bug,rock,95,125,70,65,75,45,sturdy,shell-armor,weak-armor,#A8B820,#B8A038,#ABB225,bug,mineral,http://assets.pokemon.com/assets/cms2/img/pokedex/full/558.png,5,557,284,14,armor,crustle,http://www.pokemon.com/us/pokedex/crustle
scraggy,623,559,6,118,70,dark,fighting,75,70,50,35,70,48,shed-skin,moxie,intimidate,#705848,#C03028,#834E40,ground,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/559.png,5,NA,285,6,upright,scraggy,http://www.pokemon.com/us/pokedex/scraggy
scrafty,624,560,11,300,171,dark,fighting,90,115,65,45,115,58,shed-skin,moxie,intimidate,#705848,#C03028,#834E40,ground,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/560.png,5,559,285,6,upright,scrafty,http://www.pokemon.com/us/pokedex/scrafty
sigilyph,625,561,14,140,172,psychic,flying,58,80,72,103,80,97,wonder-skin,magic-guard,tinted-lens,#F85888,#A890F0,#E465A1,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/561.png,5,NA,286,9,wings,sigilyph,http://www.pokemon.com/us/pokedex/sigilyph
yamask,626,562,5,15,61,ghost,NA,30,85,38,55,65,30,mummy,NA,NA,#705898,NA,NA,mineral,indeterminate,http://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png,5,NA,287,4,arms,yamask,http://www.pokemon.com/us/pokedex/yamask
cofagrigus,627,563,17,765,169,ghost,NA,50,145,58,95,105,30,mummy,NA,NA,#705898,NA,NA,mineral,indeterminate,http://assets.pokemon.com/assets/cms2/img/pokedex/full/563.png,5,562,287,5,blob,cofagrigus,http://www.pokemon.com/us/pokedex/cofagrigus
tirtouga,628,564,7,165,71,water,rock,78,103,54,53,45,22,solid-rock,sturdy,swift-swim,#6890F0,#B8A038,#7B93C3,water1,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/564.png,5,NA,288,8,quadruped,tirtouga,http://www.pokemon.com/us/pokedex/tirtouga
carracosta,629,565,12,810,173,water,rock,108,133,74,83,65,32,solid-rock,sturdy,swift-swim,#6890F0,#B8A038,#7B93C3,water1,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/565.png,5,564,288,6,upright,carracosta,http://www.pokemon.com/us/pokedex/carracosta
archen,630,566,5,95,71,rock,flying,112,45,55,74,45,70,defeatist,NA,NA,#B8A038,#A890F0,#B49C64,flying,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/566.png,5,NA,289,9,wings,archen,http://www.pokemon.com/us/pokedex/archen
archeops,631,567,14,320,177,rock,flying,140,65,75,112,65,110,defeatist,NA,NA,#B8A038,#A890F0,#B49C64,flying,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/567.png,5,566,289,9,wings,archeops,http://www.pokemon.com/us/pokedex/archeops
trubbish,632,568,6,310,66,poison,NA,50,62,50,40,62,65,stench,sticky-hold,aftermath,#A040A0,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/568.png,5,NA,290,12,humanoid,trubbish,http://www.pokemon.com/us/pokedex/trubbish
garbodor,633,569,19,1073,166,poison,NA,95,82,80,60,82,75,stench,weak-armor,aftermath,#A040A0,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/569.png,5,568,290,12,humanoid,garbodor,http://www.pokemon.com/us/pokedex/garbodor
zorua,634,570,7,125,66,dark,NA,65,40,40,80,40,65,illusion,NA,NA,#705848,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/570.png,5,NA,291,8,quadruped,zorua,http://www.pokemon.com/us/pokedex/zorua
zoroark,635,571,16,811,179,dark,NA,105,60,60,120,60,105,illusion,NA,NA,#705848,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/571.png,5,570,291,6,upright,zoroark,http://www.pokemon.com/us/pokedex/zoroark
minccino,636,572,4,58,60,normal,NA,50,40,55,40,40,75,cute-charm,technician,skill-link,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/572.png,5,NA,292,8,quadruped,minccino,http://www.pokemon.com/us/pokedex/minccino
cinccino,637,573,5,75,165,normal,NA,95,60,75,65,60,115,cute-charm,technician,skill-link,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/573.png,5,572,292,8,quadruped,cinccino,http://www.pokemon.com/us/pokedex/cinccino
gothita,638,574,4,58,58,psychic,NA,30,50,45,55,65,45,frisk,competitive,shadow-tag,#F85888,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/574.png,5,NA,293,12,humanoid,gothita,http://www.pokemon.com/us/pokedex/gothita
gothorita,639,575,7,180,137,psychic,NA,45,70,60,75,85,55,frisk,competitive,shadow-tag,#F85888,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/575.png,5,574,293,12,humanoid,gothorita,http://www.pokemon.com/us/pokedex/gothorita
gothitelle,640,576,15,440,221,psychic,NA,55,95,70,95,110,65,frisk,competitive,shadow-tag,#F85888,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/576.png,5,575,293,12,humanoid,gothitelle,http://www.pokemon.com/us/pokedex/gothitelle
solosis,641,577,3,10,58,psychic,NA,30,40,45,105,50,20,overcoat,magic-guard,regenerator,#F85888,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/577.png,5,NA,294,1,ball,solosis,http://www.pokemon.com/us/pokedex/solosis
duosion,642,578,6,80,130,psychic,NA,40,50,65,125,60,30,overcoat,magic-guard,regenerator,#F85888,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/578.png,5,577,294,1,ball,duosion,http://www.pokemon.com/us/pokedex/duosion
reuniclus,643,579,10,201,221,psychic,NA,65,75,110,125,85,30,overcoat,magic-guard,regenerator,#F85888,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/579.png,5,578,294,4,arms,reuniclus,http://www.pokemon.com/us/pokedex/reuniclus
ducklett,644,580,5,55,61,water,flying,44,50,62,44,50,55,keen-eye,big-pecks,hydration,#6890F0,#A890F0,#7790F0,water1,flying,http://assets.pokemon.com/assets/cms2/img/pokedex/full/580.png,5,NA,295,9,wings,ducklett,http://www.pokemon.com/us/pokedex/ducklett
swanna,645,581,13,242,166,water,flying,87,63,75,87,63,98,keen-eye,big-pecks,hydration,#6890F0,#A890F0,#7790F0,water1,flying,http://assets.pokemon.com/assets/cms2/img/pokedex/full/581.png,5,580,295,9,wings,swanna,http://www.pokemon.com/us/pokedex/swanna
vanillite,646,582,4,57,61,ice,NA,50,50,36,65,60,44,ice-body,NA,weak-armor,#98D8D8,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/582.png,5,NA,296,5,blob,vanillite,http://www.pokemon.com/us/pokedex/vanillite
vanillish,647,583,11,410,138,ice,NA,65,65,51,80,75,59,ice-body,NA,weak-armor,#98D8D8,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/583.png,5,582,296,5,blob,vanillish,http://www.pokemon.com/us/pokedex/vanillish
vanilluxe,648,584,13,575,241,ice,NA,95,85,71,110,95,79,ice-body,NA,weak-armor,#98D8D8,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/584.png,5,583,296,11,heads,vanilluxe,http://www.pokemon.com/us/pokedex/vanilluxe
deerling,649,585,6,195,67,normal,grass,60,50,60,40,50,75,chlorophyll,sap-sipper,serene-grace,#A8A878,#78C850,#9CAF6E,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png,5,NA,297,8,quadruped,deerling,http://www.pokemon.com/us/pokedex/deerling
sawsbuck,650,586,19,925,166,normal,grass,100,70,80,60,70,95,chlorophyll,sap-sipper,serene-grace,#A8A878,#78C850,#9CAF6E,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/586.png,5,585,297,8,quadruped,sawsbuck,http://www.pokemon.com/us/pokedex/sawsbuck
emolga,651,587,4,50,150,electric,flying,75,60,55,75,60,103,static,NA,motor-drive,#F8D030,#A890F0,#E4C05E,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/587.png,5,NA,298,8,quadruped,emolga,http://www.pokemon.com/us/pokedex/emolga
karrablast,652,588,5,59,63,bug,NA,75,45,50,40,45,60,swarm,shed-skin,no-guard,#A8B820,NA,NA,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/588.png,5,NA,299,12,humanoid,karrablast,http://www.pokemon.com/us/pokedex/karrablast
escavalier,653,589,10,330,173,bug,steel,135,105,70,60,105,20,swarm,shell-armor,overcoat,#A8B820,#B8B8D0,#ABB84A,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/589.png,5,588,299,4,arms,escavalier,http://www.pokemon.com/us/pokedex/escavalier
foongus,654,590,2,10,59,grass,poison,55,45,69,55,55,15,effect-spore,NA,regenerator,#78C850,#A040A0,#81A763,plant,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/590.png,5,NA,300,4,arms,foongus,http://www.pokemon.com/us/pokedex/foongus
amoonguss,655,591,6,105,162,grass,poison,85,70,114,85,80,30,effect-spore,NA,regenerator,#78C850,#A040A0,#81A763,plant,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/591.png,5,590,300,4,arms,amoonguss,http://www.pokemon.com/us/pokedex/amoonguss
frillish,656,592,12,330,67,water,ghost,40,50,55,65,85,40,water-absorb,cursed-body,damp,#6890F0,#705898,#6982DA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/592.png,5,NA,301,10,tentacles,frillish,http://www.pokemon.com/us/pokedex/frillish
jellicent,657,593,22,1350,168,water,ghost,60,70,100,85,105,60,water-absorb,cursed-body,damp,#6890F0,#705898,#6982DA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/593.png,5,592,301,10,tentacles,jellicent,http://www.pokemon.com/us/pokedex/jellicent
alomomola,658,594,12,316,165,water,NA,75,80,165,40,45,65,healer,hydration,regenerator,#6890F0,NA,NA,water1,water2,http://assets.pokemon.com/assets/cms2/img/pokedex/full/594.png,5,NA,302,3,fish,alomomola,http://www.pokemon.com/us/pokedex/alomomola
joltik,659,595,1,6,64,bug,electric,47,50,50,57,50,65,compound-eyes,unnerve,swarm,#A8B820,#F8D030,#BBBD23,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/595.png,5,NA,303,14,armor,joltik,http://www.pokemon.com/us/pokedex/joltik
galvantula,660,596,8,143,165,bug,electric,77,60,70,97,60,108,compound-eyes,unnerve,swarm,#A8B820,#F8D030,#BBBD23,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/596.png,5,595,303,14,armor,galvantula,http://www.pokemon.com/us/pokedex/galvantula
ferroseed,661,597,6,188,61,grass,steel,50,91,44,24,86,10,iron-barbs,NA,NA,#78C850,#B8B8D0,#87C46F,plant,mineral,http://assets.pokemon.com/assets/cms2/img/pokedex/full/597.png,5,NA,304,1,ball,ferroseed,http://www.pokemon.com/us/pokedex/ferroseed
ferrothorn,662,598,10,1100,171,grass,steel,94,131,74,54,116,20,iron-barbs,NA,anticipation,#78C850,#B8B8D0,#87C46F,plant,mineral,http://assets.pokemon.com/assets/cms2/img/pokedex/full/598.png,5,597,304,10,tentacles,ferrothorn,http://www.pokemon.com/us/pokedex/ferrothorn
klink,663,599,3,210,60,steel,NA,55,70,40,45,60,30,plus,minus,clear-body,#B8B8D0,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/599.png,5,NA,305,11,heads,klink,http://www.pokemon.com/us/pokedex/klink
klang,664,600,6,510,154,steel,NA,80,95,60,70,85,50,plus,minus,clear-body,#B8B8D0,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/600.png,5,599,305,11,heads,klang,http://www.pokemon.com/us/pokedex/klang
klinklang,665,601,6,810,234,steel,NA,100,115,60,70,85,90,plus,minus,clear-body,#B8B8D0,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/601.png,5,600,305,11,heads,klinklang,http://www.pokemon.com/us/pokedex/klinklang
tynamo,666,602,2,3,55,electric,NA,55,40,35,45,40,60,levitate,NA,NA,#F8D030,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/602.png,5,NA,306,3,fish,tynamo,http://www.pokemon.com/us/pokedex/tynamo
eelektrik,667,603,12,220,142,electric,NA,85,70,65,75,70,40,levitate,NA,NA,#F8D030,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/603.png,5,602,306,3,fish,eelektrik,http://www.pokemon.com/us/pokedex/eelektrik
eelektross,668,604,21,805,232,electric,NA,115,80,85,105,80,50,levitate,NA,NA,#F8D030,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/604.png,5,603,306,3,fish,eelektross,http://www.pokemon.com/us/pokedex/eelektross
elgyem,669,605,5,90,67,psychic,NA,55,55,55,85,55,30,telepathy,synchronize,analytic,#F85888,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/605.png,5,NA,307,6,upright,elgyem,http://www.pokemon.com/us/pokedex/elgyem
beheeyem,670,606,10,345,170,psychic,NA,75,75,75,125,95,40,telepathy,synchronize,analytic,#F85888,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/606.png,5,605,307,12,humanoid,beheeyem,http://www.pokemon.com/us/pokedex/beheeyem
litwick,671,607,3,31,55,ghost,fire,30,55,50,65,55,20,flash-fire,flame-body,infiltrator,#705898,#F08030,#8F617E,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/607.png,5,NA,308,5,blob,litwick,http://www.pokemon.com/us/pokedex/litwick
lampent,672,608,6,130,130,ghost,fire,40,60,60,95,60,55,flash-fire,flame-body,infiltrator,#705898,#F08030,#8F617E,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/608.png,5,607,308,4,arms,lampent,http://www.pokemon.com/us/pokedex/lampent
chandelure,673,609,10,343,234,ghost,fire,55,90,60,145,90,80,flash-fire,flame-body,infiltrator,#705898,#F08030,#8F617E,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/609.png,5,608,308,4,arms,chandelure,http://www.pokemon.com/us/pokedex/chandelure
axew,674,610,6,180,64,dragon,NA,87,60,46,30,40,57,rivalry,mold-breaker,unnerve,#7038F8,NA,NA,monster,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/610.png,5,NA,309,6,upright,axew,http://www.pokemon.com/us/pokedex/axew
fraxure,675,611,10,360,144,dragon,NA,117,70,66,40,50,67,rivalry,mold-breaker,unnerve,#7038F8,NA,NA,monster,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/611.png,5,610,309,6,upright,fraxure,http://www.pokemon.com/us/pokedex/fraxure
haxorus,676,612,18,1055,243,dragon,NA,147,90,76,60,70,97,rivalry,mold-breaker,unnerve,#7038F8,NA,NA,monster,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/612.png,5,611,309,6,upright,haxorus,http://www.pokemon.com/us/pokedex/haxorus
cubchoo,677,613,5,85,61,ice,NA,70,40,55,60,40,40,snow-cloak,NA,rattled,#98D8D8,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/613.png,5,NA,310,6,upright,cubchoo,http://www.pokemon.com/us/pokedex/cubchoo
beartic,678,614,26,2600,170,ice,NA,110,80,95,70,80,50,snow-cloak,NA,swift-swim,#98D8D8,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/614.png,5,613,310,8,quadruped,beartic,http://www.pokemon.com/us/pokedex/beartic
cryogonal,679,615,11,1480,170,ice,NA,50,30,70,95,135,105,levitate,NA,NA,#98D8D8,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/615.png,5,NA,311,1,ball,cryogonal,http://www.pokemon.com/us/pokedex/cryogonal
shelmet,680,616,4,77,61,bug,NA,40,85,50,40,65,25,hydration,shell-armor,overcoat,#A8B820,NA,NA,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/616.png,5,NA,312,1,ball,shelmet,http://www.pokemon.com/us/pokedex/shelmet
accelgor,681,617,8,253,173,bug,NA,70,40,80,100,60,145,hydration,sticky-hold,unburden,#A8B820,NA,NA,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/617.png,5,616,312,4,arms,accelgor,http://www.pokemon.com/us/pokedex/accelgor
stunfisk,682,618,7,110,165,ground,electric,66,84,109,81,99,32,static,limber,sand-veil,#E0C068,#F8D030,#E5C35A,water1,indeterminate,http://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png,5,NA,313,3,fish,stunfisk,http://www.pokemon.com/us/pokedex/stunfisk
mienfoo,683,619,9,200,70,fighting,NA,85,50,45,55,50,65,inner-focus,regenerator,reckless,#C03028,NA,NA,ground,humanshape,http://assets.pokemon.com/assets/cms2/img/pokedex/full/619.png,5,NA,314,6,upright,mienfoo,http://www.pokemon.com/us/pokedex/mienfoo
mienshao,684,620,14,355,179,fighting,NA,125,60,65,95,60,105,inner-focus,regenerator,reckless,#C03028,NA,NA,ground,humanshape,http://assets.pokemon.com/assets/cms2/img/pokedex/full/620.png,5,619,314,6,upright,mienshao,http://www.pokemon.com/us/pokedex/mienshao
druddigon,685,621,16,1390,170,dragon,NA,120,90,77,60,90,48,rough-skin,sheer-force,mold-breaker,#7038F8,NA,NA,monster,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/621.png,5,NA,315,6,upright,druddigon,http://www.pokemon.com/us/pokedex/druddigon
golett,686,622,10,920,61,ground,ghost,74,50,59,35,50,35,iron-fist,klutz,no-guard,#E0C068,#705898,#C4A673,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/622.png,5,NA,316,12,humanoid,golett,http://www.pokemon.com/us/pokedex/golett
golurk,687,623,28,3300,169,ground,ghost,124,80,89,55,80,55,iron-fist,klutz,no-guard,#E0C068,#705898,#C4A673,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/623.png,5,622,316,12,humanoid,golurk,http://www.pokemon.com/us/pokedex/golurk
pawniard,688,624,5,102,68,dark,steel,85,70,45,40,40,60,defiant,inner-focus,pressure,#705848,#B8B8D0,#816F68,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/624.png,5,NA,317,12,humanoid,pawniard,http://www.pokemon.com/us/pokedex/pawniard
bisharp,689,625,16,700,172,dark,steel,125,100,65,60,70,70,defiant,inner-focus,pressure,#705848,#B8B8D0,#816F68,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/625.png,5,624,317,12,humanoid,bisharp,http://www.pokemon.com/us/pokedex/bisharp
bouffalant,690,626,16,946,172,normal,NA,110,95,95,40,95,55,reckless,sap-sipper,soundproof,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/626.png,5,NA,318,8,quadruped,bouffalant,http://www.pokemon.com/us/pokedex/bouffalant
rufflet,691,627,5,105,70,normal,flying,83,50,70,37,50,60,keen-eye,sheer-force,hustle,#A8A878,#A890F0,#A8A295,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/627.png,5,NA,319,9,wings,rufflet,http://www.pokemon.com/us/pokedex/rufflet
braviary,692,628,15,410,179,normal,flying,123,75,100,57,75,80,keen-eye,sheer-force,defiant,#A8A878,#A890F0,#A8A295,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/628.png,5,627,319,9,wings,braviary,http://www.pokemon.com/us/pokedex/braviary
vullaby,693,629,5,90,74,dark,flying,55,75,70,45,65,60,big-pecks,overcoat,weak-armor,#705848,#A890F0,#7D6570,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/629.png,5,NA,320,9,wings,vullaby,http://www.pokemon.com/us/pokedex/vullaby
mandibuzz,694,630,12,395,179,dark,flying,65,105,110,55,95,80,big-pecks,overcoat,weak-armor,#705848,#A890F0,#7D6570,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/630.png,5,629,320,9,wings,mandibuzz,http://www.pokemon.com/us/pokedex/mandibuzz
heatmor,695,631,14,580,169,fire,NA,97,66,85,105,66,65,gluttony,flash-fire,white-smoke,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/631.png,5,NA,321,6,upright,heatmor,http://www.pokemon.com/us/pokedex/heatmor
durant,696,632,3,330,169,bug,steel,109,112,58,48,48,109,swarm,hustle,truant,#A8B820,#B8B8D0,#ABB84A,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/632.png,5,NA,322,14,armor,durant,http://www.pokemon.com/us/pokedex/durant
deino,697,633,8,173,60,dark,dragon,65,50,52,45,50,38,hustle,NA,NA,#705848,#7038F8,#705072,dragon,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/633.png,5,NA,323,8,quadruped,deino,http://www.pokemon.com/us/pokedex/deino
